,latitude,longitude,pm2.5,geometry
275,50.896278,4.372427,79.68750726572446,POINT (4.372427 50.896278)
174,50.853947,4.31635,96.7396305246906,POINT (4.31635 50.853947)
354,50.821557,4.402288,84.75797120259534,POINT (4.402288 50.821557)
69,50.827577,4.363797,61.93833435596969,POINT (4.363797 50.827577)
60,50.856714,4.362106,77.92953610291795,POINT (4.362106 50.856714)
310,50.88058,4.401674,84.13905151110487,POINT (4.401674 50.88058)
261,50.86879,4.399587,78.6024928174069,POINT (4.399587 50.86879)
277,50.881588,4.373817,85.63449393845728,POINT (4.373817 50.881588)
326,50.809406,4.443777,77.79771920062001,POINT (4.443777 50.809406)
97,50.858058,4.318689,73.03128509838338,POINT (4.318689 50.858058)
26,50.839413,4.328914,81.61727233703111,POINT (4.328914 50.839413)
243,50.811752,4.353424,85.78601192817351,POINT (4.353424 50.811752)
320,50.887001,4.310701,74.69992494968153,POINT (4.310701 50.887001)
177,50.849409,4.389263,62.81156622415978,POINT (4.389263 50.849409)
184,50.831592,4.385786,74.9263315161308,POINT (4.385786 50.831592)
52,50.859212,4.34551,85.67036464479213,POINT (4.34551 50.859212)
47,50.854714,4.347151,84.94177895465002,POINT (4.347151 50.854714)
143,50.857218,4.407879,80.4563427580624,POINT (4.407879 50.857218)
167,50.869032,4.309731,74.72317230244492,POINT (4.309731 50.869032)
137,50.86661,4.373102,76.79678867646578,POINT (4.373102 50.86661)
226,50.819939,4.325277,71.81857730265014,POINT (4.325277 50.819939)
146,50.859243,4.401022,60.472291397229355,POINT (4.401022 50.859243)
76,50.825749,4.345165,64.24814995858128,POINT (4.345165 50.825749)
85,50.8572655241,4.33236837869,82.64701029571835,POINT (4.33236837869 50.8572655241)
350,50.848184,4.425621,71.86723249201421,POINT (4.425621 50.848184)
21,50.851919,4.352776,84.97780329973828,POINT (4.352776 50.851919)
34,50.84563,4.346942,83.26943422008475,POINT (4.346942 50.84563)
260,50.86702,4.406995,91.13178269606308,POINT (4.406995 50.86702)
139,50.863872,4.366741,75.13045974099599,POINT (4.366741 50.863872)
29,50.856584,4.352877,66.0741218972197,POINT (4.352877 50.856584)
73,50.823898,4.367752,78.61222093309703,POINT (4.367752 50.823898)
220,50.825706,4.288377,94.48296436049921,POINT (4.288377 50.825706)
223,50.824055,4.326376,86.78743810736498,POINT (4.326376 50.824055)
349,50.833444,4.334857,76.73054301036518,POINT (4.334857 50.833444)
152,50.852389,4.387373,92.63663743698041,POINT (4.387373 50.852389)
237,50.827972,4.330705,65.77765574379332,POINT (4.330705 50.827972)
191,50.853973,4.38374,94.55811857994571,POINT (4.38374 50.853973)
216,50.828873,4.303918,80.07775626467586,POINT (4.303918 50.828873)
23,50.846331,4.355193,70.50601871574405,POINT (4.355193 50.846331)
321,50.884251,4.330287,90.69937124238902,POINT (4.330287 50.884251)
246,50.796471,4.328415,80.25819650583098,POINT (4.328415 50.796471)
230,50.818382,4.346061,93.12006766413187,POINT (4.346061 50.818382)
189,50.836924,4.389073,82.86260949168394,POINT (4.389073 50.836924)
55,50.853248,4.366188,77.80936631742999,POINT (4.366188 50.853248)
311,50.818456,4.40349,71.41251817994134,POINT (4.40349 50.818456)
133,50.866795,4.3092224,72.98486480207907,POINT (4.3092224 50.866795)
282,50.890522,4.345112,86.93077594952597,POINT (4.345112 50.890522)
134,50.862652,4.316644,83.171899993682,POINT (4.316644 50.862652)
33,50.848701,4.356055,64.84570866019406,POINT (4.356055 50.848701)
252,50.802563,4.315701,86.81490939063329,POINT (4.315701 50.802563)
238,50.820278,4.330802,80.15182502149996,POINT (4.330802 50.820278)
79,50.84413,4.374871,77.16214243069174,POINT (4.374871 50.84413)
236,50.812328,4.318885,79.12327081298156,POINT (4.318885 50.812328)
318,50.880539,4.32823,68.28614590974102,POINT (4.32823 50.880539)
329,50.847617,4.436084,82.6328124586765,POINT (4.436084 50.847617)
308,50.872265,4.352158,75.98779425615349,POINT (4.352158 50.872265)
328,50.849988,4.417064,72.47145653120481,POINT (4.417064 50.849988)
346,50.81591,4.2737,92.55534297775114,POINT (4.2737 50.81591)
335,50.854231,4.444034,71.55218709413893,POINT (4.444034 50.854231)
110,50.826992,4.382379,67.82269957761838,POINT (4.382379 50.826992)
5,50.848893,4.349396,84.80911550066365,POINT (4.349396 50.848893)
234,50.809799,4.317546,71.84219814710423,POINT (4.317546 50.809799)
197,50.848255,4.314854,78.20192967960854,POINT (4.314854 50.848255)
22,50.855969,4.355657,67.42285394419723,POINT (4.355657 50.855969)
151,50.853518,4.392491,74.6469032036746,POINT (4.392491 50.853518)
291,50.804661,4.327886,85.49230115012027,POINT (4.327886 50.804661)
219,50.829491,4.286006,88.8866023947376,POINT (4.286006 50.829491)
78,50.823699,4.351623,72.95893731730249,POINT (4.351623 50.823699)
254,50.867393,4.320344,77.08254351872311,POINT (4.320344 50.867393)
336,50.848578,4.459038,87.4081118606682,POINT (4.459038 50.848578)
102,50.83579,4.375782,80.4924351511671,POINT (4.375782 50.83579)
279,50.890181,4.336962,72.02295980274701,POINT (4.336962 50.890181)
117,50.816029,4.391006,92.44471422758292,POINT (4.391006 50.816029)
188,50.857235,4.324354,72.41548281820184,POINT (4.324354 50.857235)
362,50.872501,4.290218,77.57382782982347,POINT (4.290218 50.872501)
200,50.843967,4.313537,66.75879004292105,POINT (4.313537 50.843967)
199,50.843693,4.304986,79.08101538919577,POINT (4.304986 50.843693)
83,50.86284,4.33126,86.712725524098,POINT (4.33126 50.86284)
344,50.830179,4.337958,70.21917750958046,POINT (4.337958 50.830179)
255,50.868011,4.313968,74.68510805976295,POINT (4.313968 50.868011)
358,50.82708,4.444795,66.3698861772187,POINT (4.444795 50.82708)
301,50.806271,4.387673,68.0125702541286,POINT (4.387673 50.806271)
148,50.855629,4.394807,84.79305608114161,POINT (4.394807 50.855629)
80,50.814852,4.376794,84.68748972925428,POINT (4.376794 50.814852)
31,50.850303,4.360706,72.73844051429606,POINT (4.360706 50.850303)
19,50.827955,4.347791,54.55164205945144,POINT (4.347791 50.827955)
107,50.827652,4.359031,86.93149190001,POINT (4.359031 50.827652)
86,50.876195,4.324477,85.29704712087614,POINT (4.324477 50.876195)
269,50.860859,4.421375,81.95944526747712,POINT (4.421375 50.860859)
28,50.842005,4.3305,72.20514786491299,POINT (4.3305 50.842005)
99,50.864992,4.338431,68.77274187054579,POINT (4.338431 50.864992)
213,50.821018,4.293865,57.301123668210984,POINT (4.293865 50.821018)
266,50.877552,4.409136,75.41898596200376,POINT (4.409136 50.877552)
288,50.802711,4.358842,85.46274079171732,POINT (4.358842 50.802711)
147,50.861874,4.372146,79.63792502336238,POINT (4.372146 50.861874)
345,50.802675,4.412073,71.24703333048603,POINT (4.412073 50.802675)
119,50.82559,4.379555,67.83986414559604,POINT (4.379555 50.82559)
317,50.819546,4.421198,62.93443661531847,POINT (4.421198 50.819546)
89,50.8711927451,4.32992476564,85.0996701534909,POINT (4.32992476564 50.8711927451)
225,50.821117,4.342008,77.53394655723515,POINT (4.342008 50.821117)
247,50.79586,4.32058,74.30763912413234,POINT (4.32058 50.79586)
131,50.81329,4.434751,75.9738640332566,POINT (4.434751 50.81329)
58,50.859181,4.35942,81.01709363278769,POINT (4.35942 50.859181)
355,50.837714,4.369117,74.10349828527836,POINT (4.369117 50.837714)
66,50.843359,4.379946,67.09617433052334,POINT (4.379946 50.843359)
264,50.870983,4.397506,58.643338657613384,POINT (4.397506 50.870983)
182,50.83168,4.404769,55.94557543129374,POINT (4.404769 50.83168)
93,50.85062,4.381152,68.72620267885772,POINT (4.381152 50.85062)
116,50.818253,4.395749,81.82731380524604,POINT (4.395749 50.818253)
9,50.844045,4.345048,98.31216410597393,POINT (4.345048 50.844045)
138,50.865218,4.377735,62.49315672020636,POINT (4.377735 50.865218)
218,50.845928,4.323812,82.33985283138026,POINT (4.323812 50.845928)
244,50.81218,4.368321,68.05137755843525,POINT (4.368321 50.81218)
159,50.869297,4.36257,84.84712042549351,POINT (4.36257 50.869297)
186,50.861783,4.302607,76.01879978619752,POINT (4.302607 50.861783)
27,50.838733,4.32176,70.48575799301042,POINT (4.32176 50.838733)
150,50.854654,4.398451,86.56232534252348,POINT (4.398451 50.854654)
181,50.835723,4.394395,77.7173333683508,POINT (4.394395 50.835723)
273,50.854824,4.306209,70.12281842749928,POINT (4.306209 50.854824)
126,50.837288,4.43462,90.41257171161412,POINT (4.43462 50.837288)
198,50.847649,4.307714,89.02782909785877,POINT (4.307714 50.847649)
61,50.843836,4.378002,77.21366789854564,POINT (4.378002 50.843836)
8,50.845683,4.368582,77.77981232928843,POINT (4.368582 50.845683)
153,50.854128,4.378002,79.3040702611991,POINT (4.378002 50.854128)
262,50.87693,4.400722,69.91114624867186,POINT (4.400722 50.87693)
154,50.851241,4.396386,87.22169283998619,POINT (4.396386 50.851241)
295,50.793682,4.418497,85.79287285984923,POINT (4.418497 50.793682)
306,50.889603,4.373967,83.36377108869948,POINT (4.373967 50.889603)
359,50.867708,4.357532,76.30562059079634,POINT (4.357532 50.867708)
299,50.80941,4.386541,79.26781211544647,POINT (4.386541 50.80941)
38,50.837912,4.347421,103.92676678072095,POINT (4.347421 50.837912)
11,50.8405,4.356878,78.21832040123428,POINT (4.356878 50.8405)
176,50.852356,4.408635,78.54962265623465,POINT (4.408635 50.852356)
1,50.836304,4.41505,56.91900552889576,POINT (4.41505 50.836304)
92,50.875826,4.329921,73.94320160450722,POINT (4.329921 50.875826)
15,50.837036,4.406826,64.70877872793469,POINT (4.406826 50.837036)
180,50.837726,4.381565,74.92155419023138,POINT (4.381565 50.837726)
105,50.829631,4.3692,86.55016146265449,POINT (4.3692 50.829631)
18,50.84771,4.377552,77.18483140914228,POINT (4.377552 50.84771)
357,50.834634,4.456746,71.35781979071434,POINT (4.456746 50.834634)
257,50.872169,4.298216,99.43055463497741,POINT (4.298216 50.872169)
111,50.827831,4.431822,64.21374877410811,POINT (4.431822 50.827831)
20,50.843613,4.360628,62.644997049948934,POINT (4.360628 50.843613)
251,50.800377,4.326985,95.45061132739826,POINT (4.326985 50.800377)
183,50.829928,4.390357,68.66704535983094,POINT (4.390357 50.829928)
145,50.859096,4.379117,69.73506954761542,POINT (4.379117 50.859096)
179,50.839217,4.398015,80.10734921996841,POINT (4.398015 50.839217)
294,50.798344,4.419014,81.65737474901242,POINT (4.419014 50.798344)
265,50.867241,4.40287,69.89342762515477,POINT (4.40287 50.867241)
124,50.818283,4.363568,88.73051698674782,POINT (4.363568 50.818283)
40,50.833931,4.343155,79.31749471434567,POINT (4.343155 50.833931)
356,50.829715,4.455151,75.41842910853616,POINT (4.455151 50.829715)
211,50.816528,4.290832,59.981527274526606,POINT (4.290832 50.816528)
122,50.822207,4.389325,78.00043985344671,POINT (4.389325 50.822207)
239,50.8187714,4.350961,61.978342743038866,POINT (4.350961 50.8187714)
135,50.872744,4.376647,82.81064679413436,POINT (4.376647 50.872744)
67,50.83975,4.385426,77.97056035391746,POINT (4.385426 50.83975)
24,50.855268,4.358717,76.89733040358698,POINT (4.358717 50.855268)
121,50.823986,4.37379,86.18991671647551,POINT (4.37379 50.823986)
330,50.847546,4.450015,73.89624091132535,POINT (4.450015 50.847546)
353,50.815681,4.40812,75.03826815785997,POINT (4.40812 50.815681)
6,50.845333,4.356475,72.33219974191687,POINT (4.356475 50.845333)
161,50.872592,4.379886,90.3243132317524,POINT (4.379886 50.872592)
109,50.824048,4.359896,74.53078518101518,POINT (4.359896 50.824048)
271,50.851158,4.309591,74.7266539570544,POINT (4.309591 50.851158)
172,50.869764,4.388191,65.92434272265942,POINT (4.388191 50.869764)
263,50.872002,4.403286,81.91549489015198,POINT (4.403286 50.872002)
274,50.86002,4.307502,80.40169717906822,POINT (4.307502 50.86002)
278,50.894005,4.331902,79.2857969793109,POINT (4.331902 50.894005)
68,50.840282,4.380131,65.62617317799791,POINT (4.380131 50.840282)
125,50.817392,4.354105,79.82778843751643,POINT (4.354105 50.817392)
339,50.845365,4.41788,79.26512735125374,POINT (4.41788 50.845365)
90,50.867448,4.326807,78.39792784742018,POINT (4.326807 50.867448)
249,50.794186,4.366336,70.11306222736995,POINT (4.366336 50.794186)
332,50.845229,4.404311,65.58625906523046,POINT (4.404311 50.845229)
163,50.859112,4.39157,66.28864653717623,POINT (4.39157 50.859112)
127,50.832194,4.377694,91.12072724362208,POINT (4.377694 50.832194)
64,50.832749,4.331058,86.67343589353894,POINT (4.331058 50.832749)
74,50.831936,4.353037,85.48432276562104,POINT (4.353037 50.831936)
209,50.828602,4.299621,80.2305045463852,POINT (4.299621 50.828602)
194,50.885885,4.342003,78.38753647165748,POINT (4.342003 50.885885)
324,50.819641,4.412926,72.39627584607048,POINT (4.412926 50.819641)
241,50.803917,4.349116,69.18164776224951,POINT (4.349116 50.803917)
81,50.870259,4.343195,71.0437659938246,POINT (4.343195 50.870259)
268,50.862808,4.410791,81.51465806731757,POINT (4.410791 50.862808)
205,50.835503,4.299573,57.01210683015507,POINT (4.299573 50.835503)
319,50.885197,4.317648,81.70397466988527,POINT (4.317648 50.885197)
221,50.821846,4.284394,70.0883205008463,POINT (4.284394 50.821846)
293,50.810528,4.40231,82.64776905741569,POINT (4.40231 50.810528)
313,50.814958,4.416987,67.98776788535365,POINT (4.416987 50.814958)
128,50.832355,4.432358,74.61331255114997,POINT (4.432358 50.832355)
4,50.847976,4.343696,98.0050769307415,POINT (4.343696 50.847976)
304,50.893497,4.363297,81.78118791036161,POINT (4.363297 50.893497)
343,50.861788,4.292913,63.29199391899699,POINT (4.292913 50.861788)
303,50.807903,4.392756,75.23192597977304,POINT (4.392756 50.807903)
32,50.850176,4.346384,94.6477533694368,POINT (4.346384 50.850176)
296,50.79528,4.40832,61.89197153608379,POINT (4.40832 50.79528)
157,50.863388,4.386222,70.95096878586195,POINT (4.386222 50.863388)
280,50.897522,4.334831,70.8560318439015,POINT (4.334831 50.897522)
53,50.837499,4.335947,91.68667928701839,POINT (4.335947 50.837499)
290,50.79158,4.332669,82.85269815938017,POINT (4.332669 50.79158)
323,50.855186,4.415246,74.60262570088973,POINT (4.415246 50.855186)
56,50.845817,4.383722,66.76747049083399,POINT (4.383722 50.845817)
201,50.842667,4.295939,85.48954349403937,POINT (4.295939 50.842667)
149,50.856208,4.403386,84.08042522650237,POINT (4.403386 50.856208)
196,50.846874,4.29817,71.17306808737379,POINT (4.29817 50.846874)
43,50.845256,4.374501,86.40022636517594,POINT (4.374501 50.845256)
108,50.828012,4.371756,83.496766376582,POINT (4.371756 50.828012)
286,50.80814,4.336901,76.23018625780003,POINT (4.336901 50.80814)
130,50.820244,4.430081,91.1693117060545,POINT (4.430081 50.820244)
325,50.821735,4.405622,90.74771313962174,POINT (4.405622 50.821735)
106,50.830012,4.378625,75.05911531757154,POINT (4.378625 50.830012)
65,50.829985,4.344557,69.71999662687028,POINT (4.344557 50.829985)
231,50.805801,4.3194,69.48370151636345,POINT (4.3194 50.805801)
250,50.80534,4.372123,86.27124212732902,POINT (4.372123 50.80534)
342,50.864761,4.294429,88.85188895816002,POINT (4.294429 50.864761)
168,50.866379,4.303281,77.93700930120767,POINT (4.303281 50.866379)
13,50.840184,4.341324,86.96817188536176,POINT (4.341324 50.840184)
7,50.846319,4.362244,66.50253957767184,POINT (4.362244 50.846319)
272,50.850845,4.299659,62.81357020919187,POINT (4.299659 50.850845)
41,50.859302,4.35485,88.44973791762035,POINT (4.35485 50.859302)
57,50.849761,4.369356,75.0248857891609,POINT (4.369356 50.849761)
46,50.843556,4.355006,93.08614200874149,POINT (4.355006 50.843556)
49,50.8615,4.351143,100.12653070237496,POINT (4.351143 50.8615)
171,50.854789,4.312201,79.56243677380698,POINT (4.312201 50.854789)
3,50.853203,4.341823,79.53821030652298,POINT (4.341823 50.853203)
114,50.820391,4.385358,65.02058664890936,POINT (4.385358 50.820391)
314,50.812325,4.427962,72.38964733195286,POINT (4.427962 50.812325)
307,50.881889,4.347448,75.32130672004519,POINT (4.347448 50.881889)
289,50.801594,4.340061,73.72678935028584,POINT (4.340061 50.801594)
75,50.825888,4.340388,83.89888613303937,POINT (4.340388 50.825888)
115,50.817775,4.384971,91.36122077370372,POINT (4.384971 50.817775)
158,50.867955,4.379577,99.20333980172234,POINT (4.379577 50.867955)
94,50.849215,4.329184,74.22860205533271,POINT (4.329184 50.849215)
54,50.863445,4.34635,82.97629975318299,POINT (4.34635 50.863445)
70,50.818113,4.371446,73.55820292320556,POINT (4.371446 50.818113)
45,50.83308,4.35743,79.46541548993218,POINT (4.35743 50.83308)
136,50.869809,4.371808,72.06946808640477,POINT (4.371808 50.869809)
285,50.813469,4.338951,80.0323998905127,POINT (4.338951 50.813469)
104,50.833304,4.366611,71.39341072933986,POINT (4.366611 50.833304)
270,50.859127,4.414406,64.23842038943283,POINT (4.414406 50.859127)
267,50.86171,4.403147,73.54371730173429,POINT (4.403147 50.86171)
348,50.831078,4.398546,85.33650849212077,POINT (4.398546 50.831078)
144,50.85778,4.368144,68.95044966622874,POINT (4.368144 50.85778)
229,50.813587,4.324681,84.76081743170624,POINT (4.324681 50.813587)
312,50.816948,4.426551,69.053615490988,POINT (4.426551 50.816948)
340,50.843617,4.425324,69.07009756049003,POINT (4.425324 50.843617)
63,50.834705,4.421643,65.61482263230022,POINT (4.421643 50.834705)
292,50.797739,4.336083,73.78833626486455,POINT (4.336083 50.797739)
156,50.847158,4.393255,83.97507926260903,POINT (4.393255 50.847158)
284,50.873085,4.35859,73.16529016095477,POINT (4.35859 50.873085)
51,50.835699,4.338826,69.15613499686616,POINT (4.338826 50.835699)
309,50.87521,4.317954,65.45971065740683,POINT (4.317954 50.87521)
175,50.854166,4.322948,81.69466916621137,POINT (4.322948 50.854166)
50,50.860862,4.339182,63.6531282179999,POINT (4.339182 50.860862)
347,50.81482,4.26534,77.12419800709618,POINT (4.26534 50.81482)
164,50.867643,4.385817,81.96569132791566,POINT (4.385817 50.867643)
206,50.834755,4.305962,75.18729904242686,POINT (4.305962 50.834755)
14,50.839024,4.362168,65.27528728299103,POINT (4.362168 50.839024)
190,50.867904,4.390696,88.23886107535866,POINT (4.390696 50.867904)
210,50.827873,4.288707,84.19207665012048,POINT (4.288707 50.827873)
287,50.809334,4.345243,82.53529474008461,POINT (4.345243 50.809334)
118,50.864622,4.297878,71.53390120270811,POINT (4.297878 50.864622)
140,50.862704,4.381289,64.80963636365186,POINT (4.381289 50.862704)
87,50.871391,4.323914,101.7175852180323,POINT (4.323914 50.871391)
315,50.810322,4.435789,83.74656527337515,POINT (4.435789 50.810322)
322,50.889523,4.315953,78.36829818543971,POINT (4.315953 50.889523)
44,50.841707,4.370986,75.93221673056608,POINT (4.370986 50.841707)
82,50.873012,4.341687,77.0979545207722,POINT (4.341687 50.873012)
202,50.839554,4.312311,87.80720430408698,POINT (4.312311 50.839554)
212,50.827106,4.2925,64.81512815362021,POINT (4.2925 50.827106)
123,50.817507,4.366498,82.20806099671155,POINT (4.366498 50.817507)
351,50.813724,4.384205,77.26797004526802,POINT (4.384205 50.813724)
195,50.8377,4.288726,93.20898192737826,POINT (4.288726 50.8377)
338,50.851073,4.452706,75.89881445245268,POINT (4.452706 50.851073)
217,50.824913,4.297248,89.13593911403225,POINT (4.297248 50.824913)
170,50.87453,4.385378,63.469811709781084,POINT (4.385378 50.87453)
187,50.826603,4.397117,80.06502544427637,POINT (4.397117 50.826603)
232,50.810875,4.329158,62.302002254495726,POINT (4.329158 50.810875)
142,50.857319,4.386724,75.6448988217775,POINT (4.386724 50.857319)
248,50.795704,4.373631,72.73741718808404,POINT (4.373631 50.795704)
192,50.851562,4.332924,60.48903752265372,POINT (4.332924 50.851562)
300,50.801434,4.392831,63.289187803552934,POINT (4.392831 50.801434)
112,50.821567,4.356508,82.266514777598,POINT (4.356508 50.821567)
283,50.893158,4.376931,85.39137634423085,POINT (4.376931 50.893158)
204,50.837326,4.293932,80.0416170745662,POINT (4.293932 50.837326)
208,50.832565,4.294311,85.29116532185277,POINT (4.294311 50.832565)
100,50.838411,4.37302,86.23755560067613,POINT (4.37302 50.838411)
37,50.83795,4.353019,79.79690638641154,POINT (4.353019 50.83795)
71,50.815019,4.371982,94.24981045307473,POINT (4.371982 50.815019)
120,50.832872,4.37483,87.02688987145969,POINT (4.37483 50.832872)
331,50.842319,4.406295,79.44293039616961,POINT (4.406295 50.842319)
185,50.835797,4.401599,65.06583899321417,POINT (4.401599 50.835797)
334,50.855593,4.439625,77.26041536039124,POINT (4.439625 50.855593)
214,50.816002,4.295121,73.73630239063974,POINT (4.295121 50.816002)
101,50.869204,4.291663,87.35451750327351,POINT (4.291663 50.869204)
59,50.849681,4.375312,90.8172677417965,POINT (4.375312 50.849681)
17,50.855358,4.339465,56.31104260021813,POINT (4.339465 50.855358)
242,50.803791,4.333321,85.08062439878864,POINT (4.333321 50.803791)
173,50.864656,4.394448,73.0134249513592,POINT (4.394448 50.864656)
165,50.879668,4.33425,63.32994562676286,POINT (4.33425 50.879668)
215,50.836864,4.317321,60.05142503892967,POINT (4.317321 50.836864)
360,50.84157,4.46577,78.13514242290279,POINT (4.46577 50.84157)
352,50.814264,4.443479,77.84852798207642,POINT (4.443479 50.814264)
160,50.877501,4.380315,71.77962210507053,POINT (4.380315 50.877501)
132,50.816338,4.433895,84.81844766200757,POINT (4.433895 50.816338)
222,50.817162,4.280012,62.087568266977804,POINT (4.280012 50.817162)
77,50.827399,4.355281,49.95093231767014,POINT (4.355281 50.827399)
91,50.867773,4.335217,77.57957368425654,POINT (4.335217 50.867773)
10,50.841345,4.351729,78.9787292671327,POINT (4.351729 50.841345)
364,50.880887,4.374248,72.12743709473474,POINT (4.374248 50.880887)
72,50.812489,4.379203,63.92956529621465,POINT (4.379203 50.812489)
207,50.833424,4.313378,93.40518417767221,POINT (4.313378 50.833424)
297,50.804455,4.426369,78.72068952357247,POINT (4.426369 50.804455)
298,50.877037,4.300847,90.50196200933728,POINT (4.300847 50.877037)
96,50.863875,4.358708,81.8417594914032,POINT (4.358708 50.863875)
113,50.820042,4.374785,81.12257662108605,POINT (4.374785 50.820042)
235,50.810085,4.324864,48.280601942433364,POINT (4.324864 50.810085)
36,50.845124,4.351486,78.94543560504312,POINT (4.351486 50.845124)
240,50.81418,4.347721,76.84562306923232,POINT (4.347721 50.81418)
281,50.895485,4.341311,68.24214078092638,POINT (4.341311 50.895485)
228,50.816525,4.336212,91.09619469109968,POINT (4.336212 50.816525)
253,50.872475,4.314266,92.01442281871952,POINT (4.314266 50.872475)
245,50.798988,4.375581,79.14983585963184,POINT (4.375581 50.798988)
333,50.856582,4.430988,85.85447820152042,POINT (4.430988 50.856582)
95,50.87808,4.34793,77.72391334124212,POINT (4.34793 50.87808)
256,50.874767,4.308977,65.94283668634823,POINT (4.308977 50.874767)
224,50.824352,4.334465,74.44632851777251,POINT (4.334465 50.824352)
16,50.835968,4.355508,79.77090511461671,POINT (4.355508 50.835968)
2,50.836151,4.326019,85.48710970657042,POINT (4.326019 50.836151)
305,50.895592,4.387965,83.26521823046059,POINT (4.387965 50.895592)
98,50.85904,4.312402,75.29981668937563,POINT (4.312402 50.85904)
166,50.876205,4.337137,58.72868782810324,POINT (4.337137 50.876205)
39,50.834237,4.350732,69.87392614272629,POINT (4.350732 50.834237)
88,50.873354,4.334311,82.87845826222116,POINT (4.334311 50.873354)
258,50.862152,4.323353,91.8089581852538,POINT (4.323353 50.862152)
193,50.848866,4.320628,61.02316227486694,POINT (4.320628 50.848866)
233,50.813858,4.330992,87.54705036292461,POINT (4.330992 50.813858)
141,50.860652,4.358116,88.28156470322767,POINT (4.358116 50.860652)
203,50.84045,4.305055,77.18011193325658,POINT (4.305055 50.84045)
48,50.849358,4.363589,88.07392638518454,POINT (4.363589 50.849358)
327,50.874082,4.362205,70.22742817956328,POINT (4.362205 50.874082)
103,50.834792,4.364115,72.3059437488225,POINT (4.364115 50.834792)
30,50.853666,4.351771,81.43557172745001,POINT (4.351771 50.853666)
169,50.877125,4.387515,86.52234554139476,POINT (4.387515 50.877125)
84,50.85896,4.330107,86.4170385249365,POINT (4.330107 50.85896)
259,50.859608,4.33409,78.9536599059956,POINT (4.33409 50.859608)
62,50.84177,4.38418,77.55728102446223,POINT (4.38418 50.84177)
275,50.896278,4.372427,89.71546281827709,POINT (4.372427 50.896278)
174,50.853947,4.31635,89.51282558417529,POINT (4.31635 50.853947)
354,50.821557,4.402288,64.33647186867088,POINT (4.402288 50.821557)
69,50.827577,4.363797,91.40137394406204,POINT (4.363797 50.827577)
60,50.856714,4.362106,88.18790937364071,POINT (4.362106 50.856714)
310,50.88058,4.401674,82.32280624469553,POINT (4.401674 50.88058)
261,50.86879,4.399587,77.4981213370357,POINT (4.399587 50.86879)
277,50.881588,4.373817,79.78364239874205,POINT (4.373817 50.881588)
326,50.809406,4.443777,69.47043271148354,POINT (4.443777 50.809406)
97,50.858058,4.318689,92.25885583642847,POINT (4.318689 50.858058)
26,50.839413,4.328914,79.20624962842919,POINT (4.328914 50.839413)
243,50.811752,4.353424,73.12076567458674,POINT (4.353424 50.811752)
320,50.887001,4.310701,88.01313153354093,POINT (4.310701 50.887001)
